a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
-3,0.470588235,-2,-4,0.036260592,-3,-1,1,-1,-1,1,-2,0.303571429,-1,-1,0,-1,0,-2,-1,1,0
-3,0.029411765,-2,-3,0.150104545,-3,-2,0,-1,-1,0.333333333,-4,0.232142857,-1,-1,0,-1,0,-1,-1,1,0
-1,0.205882353,-2,-3,0.048475845,-2,-4,1,-2,-1,0.333333333,-4,0.25,-1,-1,0,-1,0,-2,-1,1,1
-2,0.102941176,-2,-3,0.073016397,-4,-5,1,-2,-1,0,-1,0.017857143,-1,-1,0,-1,0,-2,-1,0,0
-3,0.294117647,-2,-3,0.204798063,-2,-3,0.333333333,-2,-1,1,-2,0.107142857,-1,-3,0,-1,0,-1,-1,1,0
-2,0.294117647,-1,-6,0.092714867,-2,-1,1,-3,-1,1,-1,0.214285714,-1,-1,0.333333333,-1,0,-1,-1,1,1
-1,0.161764706,-4,-4,0.038516562,-2,-1,1,-1,-1,0.666666667,-4,0.25,-1,-3,0.333333333,-1,1,-2,-1,1,1
-3,0.117647059,-2,-3,0.028227138,-2,-2,1,-2,-1,0,-1,0.125,-1,-1,0,-1,0,-1,-1,1,0
-2,0.294117647,-3,-3,0.09981292,-2,-4,0.666666667,-2,-1,0.333333333,-2,0.267857143,-1,-1,0,-3,0,-1,-1,1,1
-2,0.058823529,-2,-1,0.06404754,-2,-2,1,-1,-2,0.333333333,-1,0.25,-1,-1,0,-1,0,-2,-2,1,0
-1,0.25,-3,-2,0.174094861,-2,-5,0.333333333,-1,-1,0,-2,0.125,-1,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.382352941,-5,-5,0.398096181,-1,-4,1,-2,-1,0,-1,0.607142857,-2,-1,0,-3,0,-1,-1,1,1
-1,0.117647059,-2,-3,0.128040057,-2,-2,0.333333333,-3,-1,0,-4,0.410714286,-1,-1,0,-1,0,-2,-1,1,0
-1,0.029411765,-1,-1,0.004842082,-3,-1,1,-1,-1,1,-4,0.589285714,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-2,-1,0.09425553,-2,-3,1,-1,-1,0.333333333,-4,0.214285714,-1,-3,0.333333333,-3,1,-1,-1,1,0
-1,0.25,-1,-4,0.017662595,-2,-1,1,-1,-1,1,-1,0.821428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.470588235,-3,-6,0.51293056,-2,-5,0,-3,-1,0,-4,0.160714286,-1,-1,0.333333333,-1,0,-2,-1,1,1
-2,0.470588235,-3,-6,0.231374491,-2,-2,0.333333333,-3,-1,0.333333333,-1,0.196428571,-3,-1,0.333333333,-3,0,-1,-1,1,1
-1,0.25,-5,-4,0.076868053,-1,-2,1,-1,-1,0.333333333,-2,0.375,-1,-1,0.333333333,-2,1,-2,-1,1,1
-3,0.294117647,-1,-3,0.194068449,-4,-2,1,-1,-1,1,-1,0.553571429,-1,-1,0,-1,0,-1,-1,1,0
-2,0.205882353,-1,-4,0.034885001,-2,-1,1,-1,-1,1,-4,0.303571429,-2,-1,0,-1,1,-1,-1,1,1
-3,0.161764706,-1,-1,0.061076263,-2,-2,1,-1,-1,0.333333333,-2,0.214285714,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.073529412,-5,-5,0.268460438,-2,-1,0.333333333,-2,-1,1,-3,0.982142857,-2,-2,0,-3,1,-1,-1,1,1
-2,0.176470588,-1,-4,0.050896886,-2,-4,0.333333333,-1,-1,0.666666667,-4,0.875,-1,-2,0.666666667,-4,0,-1,-1,1,0
-1,0.117647059,-2,-1,0.023330032,-5,-3,1,-4,-1,0,-2,0.017857143,-1,-1,0,-1,0,-2,-1,0,1
-2,0.205882353,-4,-3,0.164740839,-2,-2,0,-2,-1,1,-4,0.25,-2,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.294117647,-2,-6,0.238857709,-4,-2,0.333333333,-1,-1,0.666666667,-2,0.625,-1,-1,0.666666667,-3,0,-1,-1,1,1
-2,0.647058824,-4,-6,0.197755035,-5,-3,1,-1,-1,1,-3,0.267857143,-1,-2,0,-2,1,-2,-1,1,1
-2,0.338235294,-2,-6,0.201661715,-2,-2,1,-1,-1,0.333333333,-4,0.303571429,-1,-1,0,-1,1,-1,-1,1,1
-3,0.029411765,-2,-1,0.102233961,-2,-3,0.333333333,-4,-1,0.333333333,-1,0.178571429,-1,-3,0,-1,0,-2,-1,1,0
-2,0.602941176,-2,-1,0.153020799,-5,-2,1,-1,-2,1,-2,0.035714286,-1,-3,0,-1,0,-2,-1,0,1
-2,0.073529412,-1,-2,0.068834599,-2,-1,0.333333333,-2,-1,0.666666667,-4,0.267857143,-1,-1,0.333333333,-3,0,-1,-1,1,1
-3,0.029411765,-1,-1,0.062286783,-2,-2,0,-2,-1,0,-4,0.160714286,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.117647059,-2,-3,0.038571586,-5,-5,1,-2,-1,1,-4,0.142857143,-2,-3,1,-1,0,-2,-1,1,1
-2,0.294117647,-2,-5,0.138109387,-1,-1,1,-1,-1,1,-3,0.303571429,-2,-2,0,-1,0,-1,-1,1,0
-2,0.205882353,-3,-3,0.222680753,-2,-1,1,-3,-1,0.666666667,-3,0.375,-1,-1,0,-3,0,-1,-1,1,1
-3,0.073529412,-1,-2,0.037746231,-3,-1,1,-1,-1,0.333333333,-4,0.589285714,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.117647059,-2,-4,0.05051172,-2,-2,1,-4,-1,0.666666667,-1,0.142857143,-1,-1,0,-2,0,-2,-1,1,0
-3,0.338235294,-3,-6,0.267800154,-2,-3,0.666666667,-1,-1,1,-4,0.125,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.117647059,-2,-10,0.035875426,-2,-3,1,-4,-1,1,-2,0.035714286,-1,-3,0,-1,0,-2,-1,0,1
-3,0.117647059,-1,-4,0.068504457,-2,-1,1,-1,-1,0,-1,0.339285714,-1,-1,0.333333333,-2,1,-2,-1,1,0
-1,0.382352941,-1,-5,0.570760427,-2,-1,0.666666667,-1,-1,1,-3,0.339285714,-1,-2,0.666666667,-3,1,-1,-1,1,0
-3,0.117647059,-1,-3,0.092714867,-2,-1,1,-1,-1,1,-1,0.428571429,-1,-1,0.666666667,-1,0,-1,-1,1,0
-2,0.117647059,-1,-7,0.064597777,-2,-3,1,-1,-1,0.666666667,-2,0.125,-1,-1,0,-1,0,-2,-1,1,0
-1,0.294117647,-2,-6,0.347639485,-2,-2,0.333333333,-4,-1,0.333333333,-4,0.035714286,-3,-1,0,-2,0,-2,-1,0,0
-3,0.117647059,-2,-5,0.063992517,-4,-3,0.666666667,-1,-1,0.333333333,-2,0.642857143,-1,-1,0,-1,0,-2,-2,1,0
-3,0.073529412,-1,-1,0.155386816,-1,-2,0,-1,-1,0.333333333,-1,0.25,-1,-1,0.333333333,-1,1,-2,-1,1,0
-3,0.470588235,-2,-1,0.197259822,-1,-1,0.333333333,-2,-1,1,-1,0.464285714,-1,-1,0,-2,0,-1,-1,1,0
-1,0.338235294,-4,-6,0.277484318,-2,-4,0.333333333,-1,-1,1,-2,0.553571429,-3,-1,0.333333333,-1,0,-1,-1,1,1
-4,0.382352941,-3,-6,0.091229229,-2,-1,1,-1,-1,1,-1,0.839285714,-1,-1,0,-3,0,-1,-1,1,1
-3,0.470588235,-1,-1,0.170133157,-1,-1,1,-1,-1,0.333333333,-4,0.571428571,-1,-1,0,-1,0,-1,-1,1,0
-2,0.029411765,-1,-10,0.037526136,-1,-3,0,-2,-1,0.666666667,-2,0.357142857,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.205882353,-4,-6,0.157037526,-2,-3,0.666666667,-1,-1,0,-2,0.214285714,-2,-1,0,-1,0,-1,-1,1,0
-4,0.470588235,-2,-1,0.201551667,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.071428571,-1,-1,0,-1,0,-1,-1,0,0
-1,0.294117647,-2,-3,0.152470562,-2,-2,0.333333333,-3,-1,0.333333333,-1,0.089285714,-1,-3,0,-2,0,-2,-1,0,0
-3,0.088235294,-2,-4,0.061296357,-2,-2,0.333333333,-2,-1,1,-4,0.803571429,-1,-1,0,-1,0,-1,-1,1,0
-2,0.117647059,-2,-1,0.020633873,-2,-5,1,-4,-2,0,-1,0.125,-2,-1,0,-2,0,-2,-1,1,0
-1,0.117647059,-2,-2,0.052272477,-1,-2,1,-2,-1,1,-2,0.071428571,-2,-3,0,-1,0,-1,-1,0,0
-3,0.117647059,-2,-1,0.025145813,-2,-2,1,-1,-1,0.333333333,-1,0.196428571,-2,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-3,-6,0.150104545,-1,-2,1,-1,-1,1,-1,0.232142857,-1,-1,0.333333333,-1,1,-1,-1,1,0
-3,0.161764706,-2,-5,0.24248927,-2,-2,0.666666667,-1,-1,0.333333333,-4,0.196428571,-1,-1,0,-1,0,-1,-1,1,0
-3,0.470588235,-4,-8,0.130020909,-2,-2,1,-1,-1,0.333333333,-4,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.647058824,-2,-1,0.589358424,-4,-3,0,-1,-3,0.333333333,-3,0.142857143,-2,-1,0.333333333,-1,0,-1,-1,1,1
-1,0.117647059,-2,-3,0.419005172,-2,-1,1,-1,-1,1,-3,0.607142857,-1,-2,0,-3,0,-1,-1,1,1
-3,0.073529412,-2,-1,0.067569055,-2,-3,1,-1,-1,0.333333333,-4,0.053571429,-1,-1,0,-1,0,-2,-1,0,1
-1,0.294117647,-2,-3,0.159513591,-2,-5,1,-1,-1,0,-3,0.053571429,-2,-2,0,-1,0,-2,-1,0,0
-4,0.470588235,-2,-1,0.217893694,-2,-2,1,-1,-1,0.333333333,-4,0.125,-1,-1,0,-1,0,-2,-1,1,1
-3,0.073529412,-2,-4,0.124188401,-3,-1,0.333333333,-1,-1,1,-3,0.571428571,-1,-2,0,-2,0,-2,-1,1,0
-3,0.117647059,-2,-1,0.104049741,-5,-3,0.666666667,-1,-1,0,-3,0.285714286,-1,-1,0,-1,0,-2,-1,1,0
-2,0.205882353,-2,-1,0.033894575,-2,-2,1,-4,-2,0.333333333,-1,0.107142857,-1,-1,0,-2,0,-2,-1,1,0
-3,0,-1,-1,0.071200616,-2,-3,0.333333333,-1,-1,0,-1,0.410714286,-1,-1,0.666666667,-2,1,-2,-1,1,0
-1,0.294117647,-2,-1,0.086552217,-2,-4,1,-1,-1,0.333333333,-4,0.196428571,-3,-1,0,-3,1,-2,-1,1,1
-2,0.029411765,-2,-4,0.787113459,-1,-4,0,-1,-1,0.333333333,-2,0.071428571,-1,-1,0,-4,0,-1,-1,0,1
-2,0.25,-2,-6,0.138494553,-5,-1,1,-3,-1,0.333333333,-4,0.75,-2,-3,0.333333333,-2,0,-2,-1,1,1
-3,0.117647059,-1,-1,0.05727963,-2,-2,1,-2,-1,0.333333333,-2,0.285714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.382352941,-2,-1,0.125013756,-2,-1,0,-1,-2,0.666666667,-2,0.357142857,-1,-1,0,-1,1,-2,-1,1,0
-1,0.294117647,-2,-4,0.036590734,-1,-1,1,-2,-1,0.333333333,-4,0.178571429,-2,-1,0,-1,0,-2,-1,1,1
-3,0.029411765,-2,-1,0.074006823,-2,-3,0.666666667,-1,-1,0.333333333,-2,0.571428571,-1,-1,0,-1,1,-2,-1,1,0
-1,0.647058824,-4,-5,0.23962804,-2,-1,0.666666667,-1,-1,1,-3,0.089285714,-1,-2,0.333333333,-1,1,-2,-1,0,1
-3,0.117647059,-1,-6,0.051447122,-2,-2,0.666666667,-2,-1,0.333333333,-1,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-5,-10,0.175910642,-3,-2,1,-2,-1,0.666666667,-1,0.285714286,-1,-1,0,-2,1,-2,-1,1,0
-3,0.294117647,-2,-6,0.055463849,-2,-3,1,-1,-1,0,-1,0.107142857,-1,-1,0,-1,0,-1,-1,1,0
-3,0.117647059,-1,-1,0.025696049,-2,-1,1,-1,-1,1,-1,0.589285714,-1,-1,0.666666667,-1,0,-2,-1,1,0
-3,0.029411765,-4,-4,0.052492572,-5,-2,1,-1,-1,0,-3,0.285714286,-2,-3,0,-1,0,-2,-2,1,0
-4,0.294117647,-2,-3,0.092164631,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.125,-1,-1,0,-1,0,-2,-1,1,0
-3,0.205882353,-2,-1,0.01006933,-2,-4,0.666666667,-2,-3,1,-1,0.053571429,-1,-3,0,-1,0,-2,-1,0,1
-1,0.029411765,-1,-4,0.022889843,-4,-3,0.666666667,-2,-1,1,-1,0.357142857,-1,-1,0.333333333,-2,0,-1,-1,1,0
-4,0.117647059,-2,-3,0.110102344,-2,-2,0,-2,-1,0.333333333,-4,0.482142857,-1,-1,0,-2,0,-2,-1,1,0
-2,0.382352941,-2,-4,0.104544954,-2,-2,1,-2,-2,0.333333333,-3,0.089285714,-2,-1,0,-1,0,-2,-1,0,1
-3,0.294117647,-3,-3,0.214647298,-5,-2,0.333333333,-1,-1,0.666666667,-2,0.285714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.073529412,-2,-3,0.097942115,-1,-3,0.333333333,-1,-1,0,-4,0.089285714,-1,-1,0,-1,0,-1,-1,0,0
-2,0.823529412,-3,-1,0.394409596,-1,-2,0,-1,-1,0,-1,0.142857143,-1,-1,0,-2,0,-2,-1,1,0
-3,0.294117647,-1,-1,0.133927589,-2,-2,1,-1,-1,0.333333333,-1,0.285714286,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.117647059,-5,-1,0.104489931,-2,-2,1,-3,-1,0,-3,0.178571429,-1,-2,0,-1,0,-2,-1,1,1
-3,0.161764706,-2,-5,0.195994278,-5,-5,0,-2,-1,1,-4,0.071428571,-1,-1,0,-1,0,-1,-1,0,0
-3,0.102941176,-1,-1,0.049741389,-5,-4,1,-2,-1,1,-1,0.678571429,-1,-1,0.666666667,-2,0,-2,-1,1,0
-1,0.117647059,-2,-3,0.07741829,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
-1,0.294117647,-2,-1,0.074447012,-2,-1,1,-2,-1,1,-4,0.642857143,-1,-1,0,-1,0,-2,-1,1,0
-1,0.205882353,-1,-4,0.277979531,-2,-1,0.333333333,-1,-1,1,-3,0.303571429,-1,-2,0.666666667,-3,0,-1,-1,1,0
-3,0.117647059,-1,-2,0.137449103,-2,-1,0.333333333,-2,-1,1,-3,0.678571429,-2,-2,0.666666667,-2,0,-2,-1,1,0
-3,0.088235294,-1,-4,0.053978211,-2,-1,0.666666667,-1,-1,1,-1,0.232142857,-1,-1,0.333333333,-2,1,-2,-2,1,0
-2,0.161764706,-2,-1,0.03037306,-2,-1,1,-1,-1,0.666666667,-4,0.321428571,-1,-1,0,-1,1,-2,-1,1,1
-3,0.470588235,-1,-6,0.333113239,-1,-1,1,-1,-1,1,-1,0.303571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-2,-1,0.070595356,-2,-5,1,-2,-1,0.666666667,-4,0.339285714,-3,-1,0,-1,0,-1,-1,1,0
-1,0.147058824,-2,-4,0.480246506,-2,-1,0,-3,-1,1,-2,0.464285714,-1,-1,0,-3,0,-1,-2,1,1
-3,0.294117647,-2,-1,0.041212721,-1,-1,1,-1,-1,0.333333333,-4,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-2,-4,0.132717068,-1,-3,1,-1,-1,0.666666667,-2,0.232142857,-1,-1,0,-1,0,-2,-2,1,0
-3,0.117647059,-1,-3,0.063387257,-3,-3,0.666666667,-2,-1,1,-4,0.321428571,-1,-3,0,-1,0,-1,-1,1,0
-2,0.647058824,-5,-4,0.655827006,-1,-4,1,-1,-3,1,-3,0.303571429,-1,-2,0,-3,0,-1,-1,1,0
-2,0.647058824,-2,-1,0.154616485,-2,-3,1,-1,-1,1,-1,0.160714286,-1,-1,0.333333333,-1,0,-2,-1,1,1
-1,0.382352941,-2,-8,0.64641796,-2,-5,0,-3,-1,0,-3,0.267857143,-1,-1,0,-2,0,-1,-1,1,1
-3,0.073529412,-2,-1,0.134642896,-2,-2,0,-1,-1,0.333333333,-1,0.232142857,-1,-1,0,-1,1,-2,-1,1,0
-3,0.205882353,-1,-1,0.118520964,-2,-2,0.333333333,-2,-1,0.333333333,-4,0.125,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.117647059,-2,-3,0.055683944,-1,-1,0.333333333,-3,-1,1,-2,0.535714286,-1,-1,0,-2,0,-1,-1,1,0
-3,0.029411765,-2,-3,0.239958182,-2,-5,0,-2,-1,1,-2,0.232142857,-1,-1,0,-1,0,-2,-1,1,1
-3,0.294117647,-2,-1,0.090844063,-5,-2,1,-1,-1,1,-4,0.178571429,-1,-3,0,-3,0,-1,-1,1,0
-3,0.161764706,-1,-5,0.171563772,-4,-1,0.666666667,-1,-1,1,-3,0.071428571,-1,-3,0.333333333,-1,0,-1,-1,0,0
-3,0.117647059,-2,-3,0.072851326,-2,-2,1,-1,-1,0.333333333,-1,0.553571429,-1,-1,0,-1,0,-2,-1,1,0
-4,0.205882353,-5,-1,0.065753274,-1,-3,1,-1,-1,1,-4,0.535714286,-2,-1,0,-2,0,-2,-1,1,0
-3,0.161764706,-1,-3,0.069880048,-1,-1,1,-1,-1,1,-2,0.785714286,-1,-1,0,-1,0,-2,-1,1,0
-2,0.294117647,-1,-4,0.199625839,-5,-5,1,-3,-1,0.333333333,-4,0.321428571,-1,-1,0,-1,0,-1,-1,1,0
-1,0.632352941,-2,-4,0.576207769,-2,-5,0,-2,-1,0,-1,0.285714286,-1,-1,0,-2,0,-1,-1,1,0
-1,0.647058824,-2,-5,0.24969737,-2,-3,1,-1,-1,0.666666667,-2,0.125,-1,-1,0,-1,1,-2,-1,1,0
-2,0.647058824,-3,-9,0.403433476,-5,-4,0.333333333,-1,-1,1,-3,0.214285714,-1,-2,0,-3,0,-1,-1,1,0
-2,0.117647059,-2,-1,0.046329922,-2,-2,1,-2,-2,1,-1,0.535714286,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.294117647,-3,-1,0.042588313,-2,-5,1,-4,-1,1,-1,0.517857143,-3,-1,0,-1,0,-2,-1,1,1
-3,0.117647059,-2,-6,0.045449543,-2,-2,0.333333333,-4,-1,0.333333333,-1,0.125,-1,-1,0,-1,0,-1,-2,1,0
-2,0.470588235,-2,-5,0.503356443,-2,-5,0,-4,-1,1,-4,0.160714286,-1,-3,0,-3,0,-1,-1,1,1
-1,0.294117647,-1,-5,0.33944096,-2,-1,0.333333333,-2,-1,1,-3,0.446428571,-1,-2,0.333333333,-3,1,-1,-1,1,0
-4,0.558823529,-1,-5,0.250137559,-2,-1,1,-1,-1,1,-3,0.660714286,-1,-2,0,-1,0,-2,-1,1,0
-3,0.647058824,-1,-6,0.406019588,-1,-1,1,-3,-1,0.333333333,-4,0.482142857,-2,-1,0.333333333,-3,1,-2,-1,1,0
-2,0.647058824,-2,-3,0.53427974,-2,-5,0,-2,-1,0.333333333,-4,0.125,-1,-1,0,-1,0,-1,-1,1,1
-3,0.117647059,-2,-5,0.243479696,-1,-5,0,-2,-1,1,-4,0.017857143,-1,-3,0,-1,0,-2,-1,0,0
-3,0.088235294,-2,-4,0.057059536,-1,-1,1,-1,-3,0.333333333,-2,0.464285714,-1,-1,0,-2,0,-2,-2,1,0
-3,0.205882353,-2,-3,0.12462859,-2,-2,0.666666667,-1,-1,1,-1,0.428571429,-1,-1,0,-1,0,-1,-1,1,0
-2,0.25,-1,-3,0.137284032,-4,-3,0.666666667,-1,-1,0.333333333,-4,0.232142857,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.029411765,-2,-4,0.023219985,-2,-4,0,-2,-1,1,-1,0.625,-1,-1,0,-4,0,-1,-1,1,0
-2,0.470588235,-4,-1,0.195554088,-2,-2,1,-2,-1,0,-4,0.410714286,-1,-1,0,-1,0,-1,-1,1,1
-4,0.294117647,-1,-4,0.060195884,-1,-3,1,-1,-1,0.333333333,-1,0.321428571,-2,-1,0.333333333,-2,1,-2,-1,1,1
-1,0.088235294,-1,-4,0.043358644,-2,-3,1,-1,-3,0.666666667,-2,0.535714286,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.647058824,-1,-4,0.543468692,-3,-2,0.333333333,-1,-1,0.333333333,-3,0.446428571,-2,-2,0,-1,0,-2,-1,1,1
-3,0.029411765,-2,-3,0.071145593,-4,-2,1,-3,-1,0.333333333,-1,0.25,-1,-1,0,-1,0,-2,-1,1,0
-3,0.382352941,-2,-5,0.250962914,-1,-3,0.333333333,-2,-1,1,-2,0.089285714,-3,-3,0,-2,0,-2,-1,0,0
-1,0.117647059,-2,-1,0.026246286,-5,-5,1,-4,-1,0.666666667,-3,0.25,-1,-1,0,-2,0,-1,-1,1,1
-2,0.058823529,-2,-3,0.054308353,-2,-2,0.666666667,-2,-1,1,-1,0.089285714,-1,-1,0,-1,0,-2,-1,0,1
-2,0.073529412,-2,-4,0.001430615,-2,-2,1,-4,-1,1,-1,0.053571429,-1,-3,0,-2,0,-2,-1,0,0
-2,0.647058824,-2,-9,0.2823264,-1,-4,0.666666667,-1,-1,1,-3,0.375,-2,-2,0,-4,0,-1,-1,1,0
-3,0.294117647,-2,-3,0.289479476,-5,-2,1,-1,-1,0,-4,0.107142857,-3,-1,0,-1,0,-2,-1,1,0
-4,0.294117647,-2,-3,0.192527787,-2,-5,0.333333333,-2,-1,1,-4,0.125,-1,-1,0,-1,0,-2,-1,1,0
-2,0.117647059,-2,-4,0.023935292,-2,-3,0.333333333,-4,-1,0.666666667,-4,0.107142857,-2,-1,0,-2,0,-2,-1,1,1
-4,0,-2,-4,0.068449433,-1,-5,0,-1,-1,0.333333333,-1,0.178571429,-1,-1,0,-2,1,-2,-2,1,0
-1,0.470588235,-5,-3,0.137339056,-2,-1,1,-1,-1,1,-4,0.214285714,-2,-1,0,-1,0,-2,-1,1,1
-1,0.117647059,-2,-3,0.025200836,-2,-2,0.333333333,-1,-2,0.666666667,-2,0.339285714,-1,-1,0,-2,1,-2,-1,1,0
-2,0.294117647,-2,-3,0.22565203,-1,-2,0,-2,-1,1,-2,0.517857143,-1,-1,0,-2,0,-1,-1,1,0
-3,0.117647059,-1,-2,0.024815671,-2,-2,1,-1,-1,0.333333333,-4,0.232142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.161764706,-3,-3,0.186695279,-2,-1,0,-2,-1,1,-2,0.142857143,-1,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.382352941,-1,-4,0.220039617,-2,-4,1,-4,-1,0.333333333,-4,0.160714286,-1,-1,0.333333333,-3,0,-2,-1,1,1
-1,0.294117647,-2,-1,0.092879938,-2,-5,1,-3,-1,0.666666667,-2,0.232142857,-1,-1,0,-1,0,-2,-1,1,1
-1,0.294117647,-2,-5,0.146362936,-2,-3,0.333333333,-1,-1,0,-3,0.267857143,-1,-2,0,-3,0,-1,-1,1,0
-1,0.205882353,-2,-3,0.132551997,-4,-2,1,-1,-1,0.333333333,-4,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-3,0.205882353,-1,-4,0.042808408,-2,-2,1,-2,-1,0.666666667,-1,0.303571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.058823529,-1,-4,0.173214482,-2,-3,0,-1,-1,1,-1,0.357142857,-1,-1,0.333333333,-2,0,-2,-2,1,0
-3,0.117647059,-1,-3,0.305436338,-1,-1,0.333333333,-1,-1,1,-2,0.535714286,-1,-3,0,-1,0,-1,-1,1,0
-3,0.294117647,-2,-4,0.070155167,-4,-3,1,-2,-1,0.666666667,-4,0.267857143,-1,-1,0,-1,1,-1,-1,1,0
-4,0.470588235,-2,-1,0.232364917,-2,-1,1,-1,-1,0.333333333,-4,0.214285714,-1,-1,0,-1,0,-2,-1,1,0
-2,0.029411765,-2,-1,0.045009354,-2,-1,1,-1,-1,1,-4,0.160714286,-1,-1,0,-1,1,-2,-1,1,0
-1,0.294117647,-1,-5,0.350225597,-2,-4,0.333333333,-1,-1,1,-3,1,-1,-2,0.333333333,-3,0,-1,-1,1,0
-3,0.205882353,-1,-2,0.088808188,-5,-2,1,-2,-1,0.333333333,-1,0.196428571,-1,-1,0.333333333,-1,0,-2,-1,1,1
